?ConceptURI	?ConceptNaam	?Definitie
<https://data.rws.nl/def/otl/Plaatveld>	"Plaatveld"@nl	"Deel van de hoofddraagconstructie gevormd door een combinatie van aan elkaar bevestigde stalen of betonnen platen."@nl
<https://data.rws.nl/def/otl/Plafond>	"Plafond"@nl	"Horizontale bovenafsluiting van een ruimte of vertrek."@nl
<https://data.rws.nl/def/otl/Plafondafwerking>	"Plafondafwerking"@nl	"Geheel van beschermende en decoratieve middelen die gebruikt worden voor de afwerking van het plafond."@nl
<https://data.rws.nl/def/otl/Plafondconstructie>	"Plafondconstructie"@nl	"Samenstel van bouwdelen die gezamenlijk het plafond vormen zoals het plafond zelf en de plafondafwerking"@nl
<https://data.rws.nl/def/otl/Plasberm>	"Plasberm"@nl	"Ondiepe natte strook langs een waterloop met eventueel beschermde bodembekleding van riet, rijshout, stortstenen tegen de werking van water."@nl
<https://data.rws.nl/def/otl/Poer>	"Poer"@nl	"Fundatieblok van beton waarvan de breedte-lengte verhouding ongeveer gelijk is."@nl
<https://data.rws.nl/def/otl/Pollerinstallatie>	"Pollerinstallatie"@nl	"Paal die door elektrische of hydraulische aandrijving uit een wegdek omhoog wordt gestuurd om verkeer te blokkeren of door te laten"@nl
<https://data.rws.nl/def/otl/Pomp>	"Pomp"@nl	"Apparaat of werktuig waarmee een vloeistof of gas wordt verplaatst doormiddel van drukverhoging of snelheidsverhoging"@nl
<https://data.rws.nl/def/otl/Pompinstallatie>	"Pompinstallatie"@nl	"Installatie die een vloeistof of gas kan verplaatsten met behulp van een pomp"@nl
<https://data.rws.nl/def/otl/Pompkelder>	"Pompkelder"@nl	"Bebouwing die geheel of gedeeltelijk onder de grond is aangebracht ten behoeve van een pompinstallatie"@nl
<https://data.rws.nl/def/otl/Ponton>	"Ponton"@nl	"(Vastliggend) drijflichaam, dat dienst doet als aanlegplaats voor vaartuigenen en dient als tijdelijke ondersteuning voor activiteiten op het water"@nl
<https://data.rws.nl/def/otl/Portaal>	"Portaal"@nl	"Constructie waarmee bewegwijzeringspanelen en/of signaalgevers aan een kunstwerk boven de rijstroken worden opgehangen"@nl
<https://data.rws.nl/def/otl/Praatpaal>	"Praatpaal"@nl	"Toestel langs de weg of vaarweg die gebruikt kan worden om te communiceren met een centrale."@nl
<https://data.rws.nl/def/otl/Procesbassin>	"Procesbassin"@nl	"Bassins waarin zuivering van influent (afvalwater) wordt gerealiseerd met door processen in gang te zetten diverse actieve- en monitoringsinstallaties. Het beheerobject procesbassins is een verzamelobject, hetgeen zegt dat er verschillende soorten uit gedecomponeerd kunnen worden"@nl
<https://data.rws.nl/def/otl/ProgrammableLogicController>	"Programmable Logic Controller (PLC)"@nl	"Verwerkingseenheid, die op basis van de informatie op zijn ingangen, zijn uitgangen aanstuurt,  bedoeld om machines en installaties aan te sturen."@nl
<https://data.rws.nl/def/otl/Puntbeluchter>	"Puntbeluchter"@nl	"Installatiedeel in de vorm van een mechanisch aangedreven, met schoepen voorziene, schotel die middels roterende bewegingen het influent (afvalwater) beroert om zuurstof toe te voegen en het influent enigszins voor te stuwen"@nl
<https://data.rws.nl/def/otl/Puntdeur>	"Puntdeur"@nl	"Sluisdeur die onder een stompe hoek samenkomt met de andere sluisdeur"@nl
<https://data.rws.nl/def/otl/Put>	"Put"@nl	"Kokervormige constructie aangebracht onder de grond, die toegang geeft tot de aangesloten rioolleidingen en een verwijderbare deksel heeft"@nl
<https://data.rws.nl/def/otl/Putrand>	"Putrand"@nl	"Constructie die direct op de schachtopbouw, afdekplaat of onderbak van bijvoorbeeld een put, afscheiderinstallatie of bergingsvoorziening is geplaatst met een opening waardoor men de voorziening kan betreden en met een sponning voor een deksel om de voorziening af te kunnen sluiten"@nl
<https://data.rws.nl/def/otl/Pyloon>	"Pyloon"@nl	"Rechtop staande draagconstructie van een brug waaraan tuien zijn bevestigd die het wegdek dragen."@nl
<https://data.rws.nl/def/otl/Raam>	"Raam"@nl	"Opening in een wand, vaak gevuld met een plaat van doorzichtig materiaal zoals glas waardoor men heen kan kijken en waardoor licht heen kan komen"@nl
<https://data.rws.nl/def/otl/Radarinstallatie>	"Radarinstallatie"@nl	"Installatie die wordt gebruikt als verkeerleidingshulpmiddel, werkend op basis van de combinatie radar en communicatie, waarbij aan de verkeersleider automatisch positie en identiteit van elk met een zogenaamde transponder uitgerust (lucht)vaartuig gepresenteerd wordt."@nl
<https://data.rws.nl/def/otl/Radarscanner>	"Radarscanner"@nl	"Ronddraaiend antennedeel van een walradar"@nl
<https://data.rws.nl/def/otl/RadioDirectionFinding>	"Radio Direction Finding (RDF)"@nl	"Apparaat waarmee de richting van de bron van een radiosignaal kan worden bepaald (gepeild) met een (ronddraaiende) antenne."@nl
<https://data.rws.nl/def/otl/Rail>	"Rail"@nl	"Staaf, uitgevoerd in staal, met een gladde bovenkant, waarover een object met (stalen) wielbanden kan rijden."@nl
<https://data.rws.nl/def/otl/Railbaan>	"Railbaan"@nl	"Baan met twee met elkaar verbonden rails waarover een object met stalen wielbanden kan rijden"@nl
<https://data.rws.nl/def/otl/Railgeleiding>	"Railgeleiding"@nl	"Rail in een (natte) pompkelder waaraan een pomp bevestigd kan worden om deze te begeleiden tijdens het zakken."@nl
<https://data.rws.nl/def/otl/RailsInVerharding>	"Rails in verharding"@nl	"Rails die is opgenomen in de verharding en zodoende niet boven het straatniveau uitsteekt zoals gebruikelijk bij een trambaan"@nl
<https://data.rws.nl/def/otl/RailsVrijliggend>	"Rails vrijliggend"@nl	"Vrijliggende rails die boven het maaiveld uitsteekt"@nl
<https://data.rws.nl/def/otl/Railsysteem>	"Railsysteem"@nl	"Stelsel van geprefrabriceerde eenheden voor het aansluiten van elektrisch materieel met behulp van lange smalle strips"@nl
<https://data.rws.nl/def/otl/Randelement>	"Randelement"@nl	"Betonconstructie die dient als verfraaiing van de zijkant van een brugdek"@nl
<https://data.rws.nl/def/otl/Randprofiel>	"Randprofiel"@nl	"Beschermende rand bij overgang van een constructie"@nl
<https://data.rws.nl/def/otl/Reclamezuil>	"Reclamezuil"@nl	"Mast, zuil of ronde brede paal waarop reclameuitingen zijn aangebracht"@nl
<https://data.rws.nl/def/otl/RecreatiefGebied>	"Recreatief gebied"@nl	"Terrein of streek waar men ontspanning zoekt in de vrije tijd; er zijn vaak voorzieningen aangelegd voor de recreant en er kunnen allerlei recreatieve activiteiten ontplooid worden."@nl
<https://data.rws.nl/def/otl/Reddingsboei>	"Reddingsboei"@nl	"Reddingsmiddel in de vorm van een boei die bedoeld is om iemand die in het water gevallen te ondersteunen bij reddingsactiviteiten."@nl
<https://data.rws.nl/def/otl/Reddingsdavit>	"Reddingsdavit"@nl	"Kleine of lichte kraan die speciaal gemaakt is om bij gevaar een persoon uit een gevaarlijke situatie kan takelen"@nl
<https://data.rws.nl/def/otl/Reddingslijn>	"Reddingslijn"@nl	"Reddingsmiddel uitgevoerd als een fluorescerende of goed zichtbaar stuk touw dat drijft op het water en bedoeld is om drenkelingen te ondersteunen bij reddingsactiviteiten."@nl
<https://data.rws.nl/def/otl/Reddingsmiddel>	"Reddingsmiddel"@nl	"Voorziening die ondersteuning biedt aan het redden van iets of iemand uit een gevaarlijke situatie."@nl
<https://data.rws.nl/def/otl/Reddingsvest>	"Reddingsvest"@nl	"Reddingsmiddel in de vorm van een drijvend jasje dat dient om een drenkeling veiliger te houden."@nl
<https://data.rws.nl/def/otl/Reductiekast>	"Reductiekast"@nl	"Installatie dat dient voor deceleratie van een bewegingswerk."@nl
<https://data.rws.nl/def/otl/Reflector>	"Reflector"@nl	"Installatiedeel dat door zijn vorm straling reflecteert dat opgevangen kan worden om positie aan te duiden"@nl
<https://data.rws.nl/def/otl/Regelballast>	"Regelballast"@nl	"Een losse extra ballast, aangebracht in of aan het contragewicht van een brug, om het evenwicht van het val af te regelen"@nl
<https://data.rws.nl/def/otl/Reling>	"Reling"@nl	"Een constructie uitgevoerd als een soort hekwerk die personen beschermt tegen valgevaar."@nl
<https://data.rws.nl/def/otl/Rem>	"Rem"@nl	"Mechanisme dat door bediening een beweging geleidelijk tot stilstand brengt."@nl
<https://data.rws.nl/def/otl/RemmingEnGeleidewerk>	"Remming- en geleidewerk"@nl	"Constructie langs of nabij een vaarweg, aansluitend aan een kunstwerk, bedoeld voor het geven van geleiding van schepen, en/of    het afmeren van schepen."@nl
<https://data.rws.nl/def/otl/Remschot>	"Remschot"@nl	"Installatiedeel dat de vloeistofstroom afremt zodat vaste zwevende delen in de vloeistof kunnen bezinken."@nl
<https://data.rws.nl/def/otl/Riem>	"Riem"@nl	"Platte band die loopt over twee of meerdere platte wielen voor verplaatsing van goed en/of zorgt het overbrengen van een draaiende beweging van het ene wiel naar een ander wiel"@nl
<https://data.rws.nl/def/otl/Rietvegetatie>	"Rietvegetatie"@nl	"Ruimtelijke massa van plantenindividuen met door hoog opschietend riet gedomineerde vegetatie langs de oever van een water"@nl
<https://data.rws.nl/def/otl/RijIJzer>	"Rij-ijzer"@nl	"Stalen voegovergang geïntegreerd in de vloer of het dek van een betonnen constructie van een kunstwerk."@nl
<https://data.rws.nl/def/otl/Rijdek>	"Rijdek"@nl	"Constructiedeel van de draagconstructie van een kunstwerk waar verkeer overheen kan rijden."@nl
<https://data.rws.nl/def/otl/Rijzendam>	"Rijzendam"@nl	"Houten of rieten dam of wal om water te keren en golven te breken"@nl
<https://data.rws.nl/def/otl/Riolering>	"Riolering"@nl	"Stelsel van constructies en installaties bestemd voor de inzameling, het transport en de tijdelijke berging van afvalwater"@nl
<https://data.rws.nl/def/otl/Rivier>	"Rivier"@nl	"Brede natuurlijke waterloop die de afwatering van een stroomgebied verzorgt"@nl
<https://data.rws.nl/def/otl/Roerwerk>	"Roerwerk"@nl	"Toestel om gasafscheiding teweeg te brengen door te roeren"@nl
<https://data.rws.nl/def/otl/Rolbaan>	"Rolbaan"@nl	"Stalen baan die bevestigd is aan de kelder of aan een ligger waarover het val zich beweegt zodat de brug in een rechte beweging opent en sluit"@nl
<https://data.rws.nl/def/otl/Roldeur>	"Roldeur"@nl	"Sluisdeur, voorzien van een rolconstructie, die zijdelings heen en weer bewogen wordt"@nl
<https://data.rws.nl/def/otl/Rolgordijn>	"Rolgordijn"@nl	"Gordijn dat aan een rolstok is bevestigd en op- en afgerold kan worden zodat een raam eenvoudig kan worden afgedekt"@nl
<https://data.rws.nl/def/otl/Rolluik>	"Rolluik"@nl	"Verticaal bewegende afsluiting voor een raam, deur of andere opening in een gebouw of andere ruimte bestaande uit aaneengeschakelde latten, die samen in uitgerolde positie een luik vormen"@nl
<https://data.rws.nl/def/otl/Rolsleufmechanisme>	"Rolsleufmechanisme"@nl	"Kruksleufconstructie aan zijkant van de hoofdligger of de ballastkist om een brug met een kleinere belasting te openen of te sluiten"@nl
<https://data.rws.nl/def/otl/Roltrapinstallatie>	"Roltrapinstallatie"@nl	"Installatie voor diagonaal transport van personen en goederen, bestaande uit een trap met omhoog- of omlaagschuivende treden of een band."@nl
<https://data.rws.nl/def/otl/Roltraptrede>	"Roltraptrede"@nl	"Trede van een roltrap, voorzien van wielen aan de onderzijde, die omhoog of omlaag kan schuiven ten opzichte van andere treden."@nl
<https://data.rws.nl/def/otl/RolwagenRoldeur>	"Rolwagen (roldeur)"@nl	"Installatiedeel dat een roldeur (sluisdeur) draagt."@nl
<https://data.rws.nl/def/otl/Rondsel>	"Rondsel"@nl	"Tandwiel dat tussen twee andere tandwielen in zit, en ervoor zorgt dat de draairichting van de twee andere tandwielen gelijk blijft."@nl
<https://data.rws.nl/def/otl/Rookafvoer>	"Rookafvoer"@nl	"Luchtkanaal voor de afvoer van gassen en rook afkomstig van een verbrandingstoestel."@nl
<https://data.rws.nl/def/otl/Rooster>	"Rooster"@nl	"Horizontaal raamwerk van evenwijdige staven, of raamwerk van elkaar kruisende staven."@nl
<https://data.rws.nl/def/otl/RoostergoedContainer>	"Roostergoed container"@nl	"Container met installatiedelen voor het samenpersen en tijdelijk opslaan van roostergoed (grove vaste delen uit het influent c.q.afvalwater)"@nl
<https://data.rws.nl/def/otl/Roosterput>	"Roosterput"@nl	"Put met roosters aan de bovenzijde die voorkomen dat hoefdieren een bepaald gebied verlaten of betreden."@nl
<https://data.rws.nl/def/otl/Roosterreinigingsinstallatie>	"Roosterreinigingsinstallatie"@nl	"Installatie die door een continue roterende opscheppende beweging het roostergoed (grove vaste delen uit het influent c.q. afvalwater) verwijdert"@nl
<https://data.rws.nl/def/otl/Rotorbeluchter>	"Rotorbeluchter"@nl	"Installatiedeel in de vorm van een mechanisch aangedreven, met bortsels voorziene, trommel of rotor die middels roterende bewegingen het influent (afvalwater) beroert om zuurstof toe te voegen en het influent enigzins voort te stuwen"@nl
<https://data.rws.nl/def/otl/RuigeOevervegetatie>	"Ruige oevervegetatie"@nl	"Ruimtelijke massa van planten-individuen langs de oever in de rangschikking die zij uit zichzelf hebben aangenomen bestaande uit hoog opschietende ongelijke vegetaties met veel overjarige kruiden"@nl
<https://data.rws.nl/def/otl/Ruiggras>	"Ruiggras"@nl	"Terreindeel met gemaaid(e) gras (vegetatie). Ruiggras wordt onderhouden door het zes tot tien keer per jaar te maaien, afhankelijk van de grondsoort."@nl
<https://data.rws.nl/def/otl/Ruimerinstallatie>	"Ruimerinstallatie"@nl	"Installatie die met behulp van roterende installatiedelen bezonken slib of een drijvende verontreinigde laag bijeenbrengt naar een centraal punt in een bassin of tank"@nl
<https://data.rws.nl/def/otl/SamengesteldeDamwand>	"Samengestelde damwand"@nl	"Grond- en/of waterkerende constructie, die bestaat uit een verticaal in de grond geplaatste wand die is gefabriceerd uit twee, met elkaar verbonden, verschillende houtsoorten die verschillende eigenschappen hebben"@nl
<https://data.rws.nl/def/otl/SanitaireInstallatie>	"Sanitaire installatie"@nl	"Installatie aangebracht in sainitaire ruimten ten behoeve van lichaamsverzorging"@nl
<https://data.rws.nl/def/otl/Schacht>	"Schacht"@nl	"Verticale open verbinding binnen de hoofddraagconstructie van een bouwwerk die wordt gebruikt om leidingen (in het bijzonder gas- , elektra en waterleidingen) te herbergen"@nl
<https://data.rws.nl/def/otl/Schachtopbouw>	"Schachtopbouw"@nl	"Verticale verbinding tussen onderbak en putrand bij een put, afscheiderinstallatie of bergingsvoorziening."@nl
<https://data.rws.nl/def/otl/Schakelaar>	"Schakelaar"@nl	"Installatiedeel om een elektrische stroomketen te sluiten of te onderbreken"@nl
<https://data.rws.nl/def/otl/Schamelstel>	"Schamelstel"@nl	"Constructiedeel met één of meerdere schanierpunten dat ondanks een draaiende beweging de positie van de constructie borgt"@nl
<https://data.rws.nl/def/otl/Schampkant>	"Schampkant"@nl	"Langs de rijbaan aangebrachte constructie van geringe hoogte om te voorkomen dat het verkeer van de weg raakt."@nl
<https://data.rws.nl/def/otl/Schampstrook>	"Schampstrook"@nl	"Betonnen rand ter geleiding van het verkeer."@nl
<https://data.rws.nl/def/otl/Schanskorf>	"Schanskorf"@nl	"Afscheiding in de vorm van een korf of mand gevuld met een granulair materiaal (puin of steenbrokken) waarbij de schanskorf zowel constructief als decoratief kan worden aangewend."@nl
<https://data.rws.nl/def/otl/ScheepvaartdetectieInstallatie>	"Scheepvaartdetectie-installatie"@nl	"Installatie die de aanwezigheid of passage van een vaartuig detecteert op een bepaalde locatie in een vaarwegennetwerk."@nl
<https://data.rws.nl/def/otl/Scheepvaartsein>	"Scheepvaartsein"@nl	"Armatuur met één of meerdere lichtbronnen die de de verkeerstromen van de scheepvaart doormiddel van lichtsignalen reguleert."@nl
<https://data.rws.nl/def/otl/Scheepverkeersbeseining>	"Scheepverkeersbeseining"@nl	"Installatie voor het informeren van vaarweggebruikers doormiddel van (optische) verkeerstekens."@nl
<https://data.rws.nl/def/otl/Scherm>	"Scherm"@nl	"Zonwering in de vorm van een uitklapbaar of uitrolbaar scherm dat aan de buitenzijde van de gevel is opgehangen"@nl
<https://data.rws.nl/def/otl/Schietbaan>	"Schietbaan"@nl	"Baan om schietsport op te bedrijven."@nl
<https://data.rws.nl/def/otl/Schietbaanportaal>	"Schietbaanportaal"@nl	"Hal van de schietbaan waarin een soort balie of rand ingericht is voor het schieten naar een doel. Deze balie wordt meestal ter ondersteuning van de geweren gebruikt."@nl
<https://data.rws.nl/def/otl/Schietbord>	"Schietbord"@nl	"Plat voorwerp dat wordt gebruikt als doel bij schietoefeningen en -wedstrijden."@nl
<https://data.rws.nl/def/otl/Schokdemper>	"Schokdemper"@nl	"Constructiedeel voor het opvangen of dempen van schokken"@nl
<https://data.rws.nl/def/otl/Schommel>	"Schommel"@nl	"Speeltoestel met bewegende delen waar een persoon heen en weer kan schommelen door het lichaamsgewicht op een bepaalde manier te bewegen."@nl
<https://data.rws.nl/def/otl/Schoor>	"Schoor"@nl	"Aal, balk of stijl, in schuine stand gesteld, die de druk van een belasting opvangt of een zijdelings verband aanbrengt, bijvoorbeeld als onderdeel van een dakkap."@nl
<https://data.rws.nl/def/otl/Schoorsteen>	"Schoorsteen"@nl	"Gemetselde stenen buis waardoor rookgassen kunnen worden afgevoerd"@nl
<https://data.rws.nl/def/otl/Schort>	"Schort"@nl	"Betonnen (prefab) element dat aan de bovenzijde van de damwand wordt vastgemaakt met ankers."@nl
<https://data.rws.nl/def/otl/Schotbalk>	"Schotbalk"@nl	"Balk met een tijdelijke waterkerende functie die in (schotbalk)sponningen wordt aangebracht"@nl
<https://data.rws.nl/def/otl/Schotbalksponning>	"Schotbalksponning"@nl	"Sponning waarin een schotbalk geplaatst wordt"@nl
<https://data.rws.nl/def/otl/Schotelbeluchter>	"Schotelbeluchter"@nl	"Installatiedeel in de vorm van een geperforeerde, met membraan voorziene, plaat dat onder druk gebracht zuurstof verspreidt in het influent (afvalwater)"@nl
<https://data.rws.nl/def/otl/Schraalgrasland>	"Schraalgrasland"@nl	"Grond met laagblijvend en kruidenrijk grasland, gedomineerd door grassen met een open structuur op een voedselarme zure bodem. Dit is een specifieke vorm van natuurlijke grasvegetatie."@nl
<https://data.rws.nl/def/otl/Schraper>	"Schraper"@nl	"Installatiedeel voor het afvoeren van bezonken, ingedikt en ontwaterd materiaal"@nl
<https://data.rws.nl/def/otl/Schrikhek>	"Schrikhek"@nl	"Constructie in de vorm van een hek, voorzien van rode en witte blokken of chevrons, die de weggebruiker attendeert op een gevarenpunt"@nl
<https://data.rws.nl/def/otl/Schuif>	"Schuif"@nl	"Sluitmechanisme om openingen in hevels, sifons en doorlaatwerken te (deels) kunnen sluiten"@nl
<https://data.rws.nl/def/otl/Schuifconstructie>	"Schuifconstructie"@nl	"Constructie waarmee de doorlaat van water in een contructie of constructiedeel wordt geregeld doormiddel van een translerend deel (de schuif)"@nl
<https://data.rws.nl/def/otl/Schuifgeleiding>	"Schuifgeleiding"@nl	"Constructiedeel om een schuivende beweging van een schuif te vergemakkelijken en binnen een bepaald stramien te houden."@nl
<https://data.rws.nl/def/otl/Schuifketting>	"Schuifketting"@nl	"Ketting ten behoeve van het bewegingswerk van een vizierschuif"@nl
<https://data.rws.nl/def/otl/Schuifpoort>	"Schuifpoort"@nl	"Poort die door een zijdelingse beweging geopend of gesloten kan worden"@nl
<https://data.rws.nl/def/otl/Schutsluis>	"Schutsluis"@nl	"Kunstwerk waarmee schepen een waterstandsverschil kunnen overbruggen door aanpassing van het niveauverschil in de schutlsuis. Tevens dient de schutsluis voor het keren van buitenwater"@nl
<https://data.rws.nl/def/otl/Sensor>	"Sensor"@nl	"Installatiedeel dat één of meer fysische grootheden in zijn waarnemingsgebied kan waarnemen en omzet in een (elektrisch) signaal."@nl
<https://data.rws.nl/def/otl/Server>	"Server"@nl	"Verwerkingseenheid, bestaande uit een computer en programmatuur, die diensten levert aan clients in een computernetwerk."@nl
<https://data.rws.nl/def/otl/Shikanen>	"Shikanen"@nl	"Installatiedeel voor het omploegen van uitgewaterd slib dat zich verplaatst op een lopende transportband"@nl
<https://data.rws.nl/def/otl/Sierheester>	"Sierheester"@nl	"Houtige plant, die zich onmiddellijk boven of al in de grond vertakt in een aantal takken, die meer of minder dik kunnen worden, met een maximale hoogte variërend van 1.0 tot 5.0 m."@nl
<https://data.rws.nl/def/otl/Sifon>	"Sifon"@nl	"Kunstwerk om een rivier, beek of poldertocht onder een andere waterloop (watergang) door te leiden die een ander waterpeil heeft. Omdat sifons tevens een waterkerende functie hebben moeten ze aan beide zijden afsluitbaar zijn."@nl
<https://data.rws.nl/def/otl/Signaalgever>	"Signaalgever"@nl	"Installatiedeel die het gedrag van weggebruikers beïnvloed (informeren, waarschuwen, adviseren, gebieden of verbieden) door middel van het geven van een signaal"@nl
<https://data.rws.nl/def/otl/Signaalkabel>	"Signaalkabel"@nl	"Kabel voor voortgeleiding van elektronische of lichtsignalen"@nl
<https://data.rws.nl/def/otl/Skatebaan>	"Skatebaan"@nl	"Skatebaan is een locatie ingericht met skateattributen of obstakels waar men met skateboards, skates en BMXfietsen gebruik van kan maken."@nl
<https://data.rws.nl/def/otl/Skateramp>	"Skateramp"@nl	"Hellingbaan om met skateboards, skates of BMXfietsen vanaf te gaan."@nl
<https://data.rws.nl/def/otl/Skatetoestel>	"Skatetoestel"@nl	"Toestel ingericht om met skateboards, skates of BMXfietsen stunts uit te halen."@nl
<https://data.rws.nl/def/otl/Sleufonderbouw>	"Sleufonderbouw"@nl	"Onderzijde van de opening in de frontmuur."@nl
<https://data.rws.nl/def/otl/Sleufopbouw>	"Sleufopbouw"@nl	"Stalen opgebouwde constructie op de hoofdligger van een basculebrug"@nl
<https://data.rws.nl/def/otl/Slibafscheider>	"Slibafscheider"@nl	"Toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom het slib door bezinking grotendeels van het afvalwater wordt gescheiden."@nl
<https://data.rws.nl/def/otl/Slijtlaag>	"Slijtlaag"@nl	"Dunne laag gebroken steenslag (split) of grind die met behulp van een kleeflaag van bitumen op een bestaande asfaltverharding gekleefd wordt, bedoeld  om scheurtjes en oneffenheden te dichten en daarmee het asfalt te conserveren en te beschermen tegen de weersinvloeden en ultraviolette straling, of de stroefheid van het oppervlak te bevorderen."@nl
<https://data.rws.nl/def/otl/Slokop>	"Slokop"@nl	"Constructiedeel voor het laten wegstromen van overtollig regenwater"@nl
<https://data.rws.nl/def/otl/Sloof>	"Sloof"@nl	"Sloof is een langwerpig horizontaal constructiedeel op maaiveldhoogte dat als bescherming wordt geplaatst op de koppen van damwandplanken"@nl
<https://data.rws.nl/def/otl/Sloot>	"Sloot"@nl	"Waterloop door de mens gegraven van beperkte breedte die stilstaand of slechts langzaam stromend water bevat."@nl
<https://data.rws.nl/def/otl/SluisdeurHefPuntRol>	"Sluisdeur (hef, punt, rol)"@nl	"Beweegbare deur die wordt toegepast bij (hoog)waterkeringen en sluizen om het niveauverschil aan beide zijden in stand te houden"@nl
<https://data.rws.nl/def/otl/Sluishoofd>	"Sluishoofd"@nl	"Constructieve deel van de schutsluis, welke de beweegbare waterkering bevat."@nl
<https://data.rws.nl/def/otl/Sluiskolk>	"Sluiskolk"@nl	"Constructie tussen de deuren van een sluis, die als ruimte wordt gebruikt voor het schutten van schepen."@nl
<https://data.rws.nl/def/otl/Sluismarkering>	"Sluismarkering"@nl	"Visuele hulpmiddelen die op de verharding rondom een sluis of in de sluiskolk zelf zijn aangebracht om het scheepvaartverkeer te leiden, informeren, waarschuwen en regelen"@nl
<https://data.rws.nl/def/otl/Smeedwerk>	"Smeedwerk"@nl	"Scheiding gemaakt van smeedwerk."@nl
<https://data.rws.nl/def/otl/Smeersysteem>	"Smeersysteem"@nl	"Systeem van leidingen of slangen met of zonder pomp dat een apparaat, motor of machine van smering voorziet zodat slijting en corrosie wordt verminderd"@nl
<https://data.rws.nl/def/otl/Spar>	"Spar"@nl	"Lange cilindervormige drijfbaken met in verhouding tot de lengte een kleine middellijn."@nl
<https://data.rws.nl/def/otl/Speelhuisje>	"Speelhuisje"@nl	"Klein huisachtig bouwwerk dat is bedoeld voor kinderen om in te spelen, vaak gecombineerd met klimtoestellen en glijbanen."@nl
<https://data.rws.nl/def/otl/Speeltoestel>	"Speeltoestel"@nl	"Toestel bedoeld als speelmateriaal voor kinderen, bijvoorbeeld schommel, wip en klimrek."@nl
<https://data.rws.nl/def/otl/Speelweide>	"Speelweide"@nl	"Speelweide is een veld met kort gemaaid(e) gras (vegetatie) waarop gespeeld, gelegen en gezonnebaad kan worden."@nl
<https://data.rws.nl/def/otl/Spieplank>	"Spieplank"@nl	"Constructiedeel in de vorm van een plank in een houten skeletbouw dak waaraan dakpannen bevestigd worden."@nl
<https://data.rws.nl/def/otl/Spoorweg>	"Spoorweg"@nl	"Gebaande gedeelte (van het terrein) voor het verkeer over rails (trein, tram, sneltram, kraan)"@nl
<https://data.rws.nl/def/otl/SportEnSpelvoorziening>	"Sport- en spelvoorziening"@nl	"Terrein, park of complex in gebruik om diverse sportactiviteiten uit te voeren in spel, recreatief en/of wedstrijdverband"@nl
<https://data.rws.nl/def/otl/Sportattribuut>	"Sportattribuut"@nl	"Constructie bedoeld om sporten mogelijk te maken"@nl
<https://data.rws.nl/def/otl/Sportgrasveld>	"Sportgrasveld"@nl	"Een met lijnen gemarkeerd grasoppervlak waarop diverse sporten gespeeld kunnen worden"@nl
<https://data.rws.nl/def/otl/Sportveld>	"Sportveld"@nl	"Veld, gemarkeerd met lijnen, om bepaalde sporten mogelijk te maken"@nl
<https://data.rws.nl/def/otl/Springbak>	"Springbak"@nl	"Zandbak gebruikt bij springwedstrijden of dressuurwedstrijden met paarden of als atletiekonderdeel bij het verspringen."@nl
<https://data.rws.nl/def/otl/SproeiInstallatie>	"Sproei-installatie"@nl	"Installatie (en vaak een min of meer geavanceerd systeem) voor het kunstmatig begieten van beplantingen."@nl
<https://data.rws.nl/def/otl/Sproeikop>	"Sproeikop"@nl	"Installatiedeel dat een onder druk staande vloeistof door zijn vorm en openingen omzet tot homogene fijne stralen of druppels om iets te besproeien"@nl
<https://data.rws.nl/def/otl/Spuisein>	"Spuisein"@nl	"Samenstel van vier of vijf (als een scheepvaartsein zowel in- als uitstromen moet kunnen aangeven, bestaat deze uit 5 lampen) armaturen met rode reflectoren, die een teken kunnen projecteren voor de scheepvaart"@nl
<https://data.rws.nl/def/otl/Spuisluis>	"Spuisluis"@nl	"Uitwateringssluis om een overvloed aan water op het binnenwater gereguleerd naar een lager gelegen buitenwater te laten afvloeien. Tevens dient de spuisluis voor het keren van buitenwater."@nl
<https://data.rws.nl/def/otl/Spuitkanon>	"Spuitkanon"@nl	"Installatiedeel dat onder hoge druk water verplaatst."@nl
<https://data.rws.nl/def/otl/Staalkabel>	"Staalkabel"@nl	"Kabel bestaande uit stalen draden die rond een kern zijn geslagen en bedoeld is om trekkrachten over te brengen"@nl
<https://data.rws.nl/def/otl/Staalmat>	"Staalmat"@nl	"Stalen rooster of afrastering dat wordt toegepast als omheining van terreinen"@nl
<https://data.rws.nl/def/otl/Stabiliteitsberm>	"Stabiliteitsberm"@nl	"Berm tegen de dijk om de standzekerheid van het grondlichaam te waarborgen."@nl
<https://data.rws.nl/def/otl/Stankscherm>	"Stankscherm"@nl	"Scherm dat onderdeel van de riolering is en voorkomt dat gassen vanuit het riool overlast of gevaar opleveren op maaiveldniveau."@nl
<https://data.rws.nl/def/otl/Startmotor>	"Startmotor"@nl	"Elektromotor die dient om de hoofmotor in werking te brengen."@nl
<https://data.rws.nl/def/otl/StatischeMenger>	"Statische menger"@nl	"Constructiedeel aangebracht in een onder druk staande leiding dat door specifieke inwendige vormen zorgt voor intensieve turbulentie en daarmee een continue vermenging van stoffen, vloeistoffen of gassen realiseert"@nl
<https://data.rws.nl/def/otl/Steenhoop>	"Steenhoop"@nl	"Verzameling van rommelig op elkaar liggende stenen van een grovere samenstelling dan grind"@nl
